RA,ANO,FASE,FASE_IDEAL,DEFASAGEM_FORNECIDA,INDE,PEDRA,IAN,IDA,IEG,IAA,IPS,IPP,IPV,NOTA_MATEMATICA,NOTA_PORTUGUES,NOTA_INGLES,INDICADO,ATINGIU_PV,TURMA,GENERO,ANO_INGRESSO,INSTITUICAO_ENSINO,ANO_NASCIMENTO,DEFASAGEM_CALCULADA,IDADE_ANOS,ALVO_RISCO_DEFASAGEM_PROX_ANO
277,2023,4.0,5.0,-1,7.7284,AMETISTA,5.0,5.5,9.9,8.3,7.52,8.125,8.7525,5.7,6.0,4.8,,,4M,MASCULINO,2021,PUBLICA,2008,-1.0,15,0.0
277,2024,7.0,5.0,2,8.0689833334,TOPAZIO,10.0,6.8999999999999995,9.741666667,8.334,6.5725,7.5,7.5,6.5,8.15,6.05,,,7E,MASCULINO,2021,PRIVADA PARCERIAS COM BOLSA 100,2008,2.0,16,
278,2022,3.0,3.0,0,7.741,AMETISTA,10.0,6.0,9.2,8.8,5.6,,7.417,5.7,5.8,6.4,NAO,NAO,K,MASCULINO,2018,REDE DECISAO,2010,0.0,12,0.0
278,2023,4.0,3.0,1,7.1935,AMETISTA,10.0,5.6,9.8,0.0,5.63,8.75,8.3775,6.0,5.3,5.5,,,4M,MASCULINO,2018,PUBLICA,2010,1.0,13,0.0
278,2024,5.0,4.0,1,8.907314492800001,TOPAZIO,10.0,9.333333333333334,9.855072463666666,9.168,7.51,8.125,7.946666667,9.0,9.0,10.0,,,5N,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2010,1.0,14,
279,2022,3.0,3.0,0,8.815,TOPAZIO,10.0,9.1,9.9,9.2,6.3,,8.208,9.7,8.3,9.3,NAO,NAO,K,MASCULINO,2019,REDE DECISAO,2009,0.0,13,0.0
279,2023,4.0,4.0,0,9.006266667,TOPAZIO,10.0,8.9,10.0,8.8,6.27,8.75,9.2125,9.0,8.5,9.3,,,4M,MASCULINO,2019,PUBLICA,2009,0.0,14,0.0
279,2024,5.0,4.0,1,9.113133333366667,TOPAZIO,10.0,9.333333333333334,10.0,9.168,7.51,8.333333333,8.726666667,10.0,8.0,10.0,,,5N,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,15,
280,2022,3.0,3.0,0,8.046,AMETISTA,10.0,7.1,9.2,7.5,7.5,,7.333,5.7,7.0,8.7,NAO,NAO,K,FEMININO,2021,REDE DECISAO,2009,0.0,13,0.0
280,2023,4.0,4.0,0,8.189225,TOPAZIO,10.0,6.5,9.5,6.7,7.52,8.28125,8.7125,6.3,7.7,5.5,,,4M,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,0.0,14,0.0
280,2024,5.0,4.0,1,8.822714492700001,TOPAZIO,10.0,9.333333333333334,9.855072463666666,7.917,6.26,8.333333333,8.67,10.0,8.0,10.0,,,5N,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,15,
281,2022,3.0,3.0,0,6.806,AGATA,10.0,5.9,6.9,6.7,7.5,,5.625,5.0,6.8,6.0,NAO,NAO,K,FEMININO,2019,ESCOLA PUBLICA,2009,0.0,13,
282,2022,3.0,3.0,0,6.618,AGATA,10.0,4.0,6.8,8.8,7.5,,5.625,4.7,6.3,1.0,NAO,NAO,K,FEMININO,2019,ESCOLA PUBLICA,2009,0.0,13,
283,2022,3.0,4.0,-1,7.131,AMETISTA,5.0,5.6,8.8,9.6,7.5,,6.625,4.5,5.8,6.6,NAO,NAO,K,MASCULINO,2020,ESCOLA PUBLICA,2008,-1.0,14,1.0
283,2023,3.0,5.0,-2,7.549025,AMETISTA,5.0,6.8,9.5,8.3,7.52,7.03125,7.5025,6.8,4.8,8.8,,,3N,MASCULINO,2020,PUBLICA,2008,-2.0,15,1.0
283,2024,4.0,6.0,-2,7.9444309524,AMETISTA,5.0,8.0,9.761904762,8.751,6.885,7.8125,7.736,6.5,8.0,9.5,,,4N,MASCULINO,2021,PUBLICA,2008,-2.0,16,
284,2022,3.0,3.0,0,5.939,QUARTZO,10.0,3.8,5.1,6.7,5.6,,5.958,7.0,4.5,0.0,NAO,NAO,L,MASCULINO,2022,ESCOLA PUBLICA,2009,0.0,13,
285,2022,3.0,6.0,-3,5.063,QUARTZO,2.5,2.8,4.1,9.2,7.5,,5.75,4.0,3.2,1.2,NAO,NAO,L,FEMININO,2020,ESCOLA PUBLICA,2006,-3.0,16,1.0
285,2023,4.0,7.0,-3,5.380358333,QUARTZO,2.5,4.7,4.6,8.3,2.52,7.65625,7.13,4.0,6.0,4.0,,,4N,FEMININO,2020,PUBLICA,2006,-3.0,17,
286,2022,3.0,5.0,-2,5.424,QUARTZO,5.0,3.0,5.8,7.1,6.3,,5.625,4.7,2.3,2.0,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2007,-2.0,15,1.0
286,2023,4.0,5.0,-1,5.713333333,QUARTZO,5.0,4.7,7.5,0.0,5.0,8.125,7.3375,3.7,5.0,5.3,,,4L,FEMININO,2022,PUBLICA,2007,-1.0,16,1.0
286,2024,5.0,6.0,-1,5.123180882333333,QUARTZO,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,7.34375,5.7825,5.0,0.0,4.5,,,5M,FEMININO,2022,PUBLICA,2007,-1.0,17,
287,2022,3.0,7.0,-4,3.7,QUARTZO,2.5,1.1,3.4,7.9,5.0,,4.292,0.7,2.5,0.2,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2005,-4.0,17,1.0
287,2023,4.0,8.0,-4,3.745541667,QUARTZO,2.5,3.9,4.8,0.0,2.52,4.21875,5.375,3.0,2.3,6.5,,,4N,FEMININO,2022,PUBLICA,2005,-4.0,18,
288,2022,3.0,6.0,-3,4.097,QUARTZO,2.5,0.0,5.6,0.0,6.3,,6.833,,,,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2006,-3.0,16,
289,2022,3.0,4.0,-1,6.236,AGATA,5.0,6.8,7.8,0.0,6.3,,7.25,5.3,7.5,7.5,NAO,NAO,L,FEMININO,2020,ESCOLA PUBLICA,2008,-1.0,14,
290,2022,3.0,7.0,-4,4.929,QUARTZO,2.5,1.7,3.9,10.0,6.3,,6.042,1.0,2.3,1.8,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2005,-4.0,17,
291,2022,3.0,3.0,0,8.122,TOPAZIO,10.0,8.0,8.2,8.3,6.9,,7.792,8.0,7.5,8.5,SIM,NAO,L,MASCULINO,2022,ESCOLA PUBLICA,2009,0.0,13,0.0
291,2023,4.0,4.0,0,8.493058333,TOPAZIO,10.0,7.1,8.6,8.8,7.52,8.90625,9.21,8.0,6.5,6.7,,,4M,MASCULINO,2022,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,0.0,14,0.0
291,2024,7.0,5.0,2,7.9319666667333335,AMETISTA,10.0,6.166666666666667,9.737666667,8.751,6.26,7.5,7.5,6.0,6.5,6.0,,,7E,MASCULINO,2022,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,2.0,15,
292,2022,3.0,6.0,-3,4.837,QUARTZO,2.5,1.8,3.7,7.9,7.5,,6.292,0.0,5.0,0.5,NAO,NAO,L,MASCULINO,2022,ESCOLA PUBLICA,2006,-3.0,16,
293,2022,3.0,3.0,0,4.875,QUARTZO,10.0,2.3,2.9,8.8,7.5,,3.333,2.0,3.8,1.0,NAO,NAO,L,MASCULINO,2022,ESCOLA PUBLICA,2009,0.0,13,
294,2022,3.0,8.0,-5,5.031,QUARTZO,2.5,0.0,5.8,9.6,7.5,,5.917,,,,NAO,NAO,L,FEMININO,2022,ESCOLA PUBLICA,2004,-5.0,18,
295,2022,3.0,4.0,-1,7.305,AMETISTA,5.0,6.9,8.0,7.9,7.5,,7.375,5.3,7.7,7.7,SIM,NAO,M,FEMININO,2022,ESCOLA PUBLICA,2008,-1.0,14,1.0
295,2023,4.0,5.0,-1,7.641016667,AMETISTA,5.0,7.7,8.8,8.8,2.52,9.0625,9.005,7.3,7.2,8.7,,,4L,FEMININO,2022,PUBLICA,2008,-1.0,15,
296,2022,3.0,5.0,-2,4.665,QUARTZO,5.0,2.8,3.6,8.8,7.5,,3.833,5.7,2.7,0.2,NAO,NAO,M,FEMININO,2022,ESCOLA PUBLICA,2007,-2.0,15,
297,2022,3.0,3.0,0,7.478,AMETISTA,10.0,6.6,7.9,7.1,6.3,,7.417,6.3,5.3,8.2,SIM,NAO,M,FEMININO,2022,ESCOLA PUBLICA,2009,0.0,13,
298,2022,3.0,3.0,0,6.409,AGATA,10.0,5.2,6.3,9.2,5.6,,5.417,5.5,4.8,,NAO,NAO,M,MASCULINO,2019,ESCOLA PUBLICA,2009,0.0,13,1.0
298,2023,3.0,4.0,-1,6.824333333,AGATA,5.0,5.5,8.6,9.6,2.52,7.5,7.7525,7.7,4.5,4.2,,,3K,MASCULINO,2019,PUBLICA,2009,-1.0,14,
299,2022,3.0,3.0,0,7.278,AMETISTA,10.0,6.8,8.2,7.1,5.0,,6.708,6.3,7.3,6.7,NAO,NAO,M,FEMININO,2019,REDE DECISAO,2009,0.0,13,0.0
299,2023,4.0,4.0,0,6.796541667,AGATA,10.0,6.1,9.6,0.0,2.52,7.96875,8.005,5.0,7.2,6.2,,,4M,FEMININO,2019,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,0.0,14,0.0
299,2024,5.0,4.0,1,8.177186956533333,TOPAZIO,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,7.5,8.0,7.5,9.0,,,5N,FEMININO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,15,
300,2022,3.0,4.0,-1,5.557,QUARTZO,5.0,3.1,6.9,5.4,6.3,,5.875,2.7,4.8,1.7,SIM,NAO,M,MASCULINO,2022,ESCOLA PUBLICA,2008,-1.0,14,1.0
300,2023,3.0,5.0,-2,5.616691667,QUARTZO,5.0,4.5,7.5,5.0,2.52,6.40625,6.5875,4.5,5.3,3.8,,,3K,MASCULINO,2022,PUBLICA,2008,-2.0,15,
301,2022,3.0,3.0,0,6.802,AGATA,10.0,6.3,5.8,8.8,5.6,,6.042,6.5,7.2,5.4,SIM,NAO,M,FEMININO,2019,ESCOLA PUBLICA,2009,0.0,13,0.0
301,2023,4.0,4.0,0,6.760341667,AGATA,10.0,5.2,5.4,9.2,7.52,6.71875,6.465,4.7,6.5,4.5,,,4L,FEMININO,2019,PUBLICA,2009,0.0,14,0.0
301,2024,4.0,4.0,0,8.410830701766667,TOPAZIO,10.0,9.0,7.4947368423333325,9.168,7.51,8.020833333,8.21,10.0,9.0,8.0,,,4M,FEMININO,2021,PUBLICA,2009,0.0,15,
302,2022,3.0,6.0,-3,6.334,AGATA,2.5,4.8,7.7,9.2,6.9,,6.208,4.3,5.0,5.0,NAO,NAO,M,MASCULINO,2022,ESCOLA PUBLICA,2006,-3.0,16,1.0
302,2023,5.0,7.0,-2,5.314333333,QUARTZO,5.0,4.3,7.3,0.0,5.0,7.5,6.255,4.7,2.3,5.8,,,5L,MASCULINO,2022,PUBLICA,2006,-2.0,17,
303,2022,3.0,4.0,-1,6.03,AGATA,5.0,3.9,7.2,7.5,7.5,,5.375,3.8,4.0,,NAO,NAO,M,MASCULINO,2019,ESCOLA PUBLICA,2008,-1.0,14,1.0
303,2023,3.0,5.0,-2,5.914291667,QUARTZO,5.0,5.1,7.3,0.0,7.52,7.65625,7.05,5.7,5.2,4.5,,,3M,MASCULINO,2019,PUBLICA,2008,-2.0,15,1.0
303,2024,4.0,6.0,-2,6.2443426900666665,AGATA,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,6.875,7.535,5.0,5.0,7.0,,,4M,MASCULINO,2021,PUBLICA,2008,-2.0,16,
304,2022,3.0,5.0,-2,6.355,AGATA,5.0,4.3,7.7,8.8,7.5,,5.542,3.0,5.5,,SIM,NAO,M,MASCULINO,2020,ESCOLA PUBLICA,2007,-2.0,15,1.0
304,2023,3.0,5.0,-2,6.241583333,AGATA,5.0,5.7,8.8,0.0,5.0,7.8125,7.835,7.0,3.7,6.3,,,3N,MASCULINO,2020,PUBLICA,2007,-2.0,16,1.0
304,2024,3.0,6.0,-3,6.852411484600001,AGATA,2.5,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,9.0,5.5,7.0,,,3N,MASCULINO,2021,PUBLICA,2007,-3.0,17,
305,2022,3.0,4.0,-1,6.058,AGATA,5.0,4.8,6.6,7.9,7.5,,5.208,2.8,6.7,,NAO,NAO,M,MASCULINO,2019,ESCOLA PUBLICA,2008,-1.0,14,1.0
305,2023,3.0,5.0,-2,6.394291667,AGATA,5.0,5.2,8.9,0.0,7.52,7.65625,7.75,5.2,4.8,5.7,,,3L,MASCULINO,2019,PUBLICA,2008,-2.0,15,1.0
305,2024,4.0,5.0,-1,6.693026811600001,AGATA,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.8125,7.03,3.0,3.0,8.5,,,4N,MASCULINO,2021,PUBLICA,2008,-1.0,16,
306,2022,3.0,4.0,-1,6.427,AGATA,5.0,5.2,6.8,8.3,7.5,,5.958,4.7,5.8,5.0,NAO,NAO,M,FEMININO,2021,ESCOLA PUBLICA,2008,-1.0,14,1.0
306,2023,4.0,5.0,-1,5.732375,QUARTZO,5.0,4.0,7.9,0.0,6.26,7.34375,7.46,4.7,4.5,2.8,,,4M,FEMININO,2021,PUBLICA,2008,-1.0,15,1.0
306,2024,5.0,6.0,-1,6.1661539474,AGATA,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,7.34375,6.4125,3.5,1.5,3.5,,,5M,FEMININO,2021,PUBLICA,2008,-1.0,16,
307,2022,3.0,4.0,-1,4.733,QUARTZO,5.0,2.5,4.5,5.4,7.5,,4.708,5.0,0.0,,NAO,NAO,M,MASCULINO,2022,ESCOLA PUBLICA,2008,-1.0,14,1.0
307,2023,3.0,5.0,-2,6.047333333,AGATA,5.0,6.3,6.5,0.0,7.52,7.5,7.46,6.3,7.3,5.2,,,3N,MASCULINO,2022,PUBLICA,2008,-2.0,15,
308,2022,3.0,3.0,0,6.93,AGATA,10.0,5.0,7.4,7.9,6.9,,6.167,6.7,5.5,2.8,SIM,NAO,M,MASCULINO,2019,ESCOLA PUBLICA,2009,0.0,13,0.0
308,2023,4.0,4.0,0,6.578558333,AGATA,10.0,4.9,6.8,5.4,5.0,7.03125,7.5025,4.7,5.2,4.7,,,4L,MASCULINO,2019,PUBLICA,2009,0.0,14,0.0
308,2024,5.0,4.0,1,7.489282456133334,AMETISTA,10.0,6.5,8.714912280666667,7.083,5.635,7.5,7.1225,5.5,7.0,7.0,,,5M,MASCULINO,2021,PUBLICA,2009,1.0,15,
309,2022,3.0,4.0,-1,6.151,AGATA,5.0,6.5,5.2,9.2,7.5,,5.083,7.0,6.0,,NAO,NAO,M,FEMININO,2022,ESCOLA PUBLICA,2008,-1.0,14,
310,2022,3.0,5.0,-2,6.4,AGATA,5.0,4.5,7.5,7.9,7.5,,6.0,3.7,3.8,6.0,SIM,NAO,M,FEMININO,2022,ESCOLA PUBLICA,2007,-2.0,15,
311,2022,3.0,6.0,-3,5.652,QUARTZO,2.5,5.2,5.6,7.9,5.0,,6.222,5.0,6.2,4.3,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2006,-3.0,16,
312,2022,3.0,3.0,0,7.339,AMETISTA,10.0,5.2,8.1,9.6,7.5,,6.167,6.0,4.5,5.0,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2009,0.0,13,
313,2022,3.0,4.0,-1,5.8,QUARTZO,5.0,4.1,7.0,7.5,5.0,,5.889,4.7,5.0,2.5,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2008,-1.0,14,0.0
313,2023,4.0,4.0,0,7.011091667,AMETISTA,10.0,3.9,8.7,9.2,2.52,7.65625,7.75,4.0,2.8,5.0,,,4L,FEMININO,2022,PUBLICA,2008,0.0,15,1.0
313,2024,4.0,5.0,-1,7.2528500000000005,AMETISTA,5.0,4.833333333333333,9.666666666666666,8.751,5.63,7.8125,8.1675,1.0,8.0,5.5,,,4L,FEMININO,2022,PUBLICA,2008,-1.0,16,
314,2022,3.0,3.0,0,6.1,AGATA,10.0,5.3,5.4,5.4,5.0,,6.0,4.3,3.3,8.3,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2009,0.0,13,
315,2022,3.0,3.0,0,5.672,QUARTZO,10.0,3.0,5.1,6.7,7.5,,5.056,3.0,4.2,1.8,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2009,0.0,13,1.0
315,2023,3.0,4.0,-1,5.977708333,QUARTZO,5.0,6.3,6.8,0.0,5.0,7.96875,7.8375,5.7,6.8,6.3,,,3N,FEMININO,2022,PUBLICA,2009,-1.0,14,1.0
315,2024,4.0,5.0,-1,6.0768703704,AGATA,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.5,7.6275,6.5,6.5,7.5,,,4M,FEMININO,2022,PUBLICA,2009,-1.0,15,
316,2022,3.0,4.0,-1,7.889,AMETISTA,5.0,6.1,10.0,10.0,6.9,,8.389,7.0,6.5,4.7,SIM,SIM,N,FEMININO,2022,ESCOLA PUBLICA,2008,-1.0,14,0.0
316,2023,4.0,4.0,0,8.436908333,TOPAZIO,10.0,5.7,9.5,10.0,7.52,8.59375,8.96,6.3,5.7,5.0,,,4M,FEMININO,2022,PUBLICA,2008,0.0,15,0.0
316,2024,5.0,5.0,0,8.708925,TOPAZIO,10.0,8.0,10.0,9.168,7.51,7.65625,8.3775,8.5,7.0,8.5,,,5M,FEMININO,2022,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,16,
317,2022,3.0,3.0,0,7.04,AMETISTA,10.0,6.8,5.6,8.8,7.5,,5.944,4.7,5.7,10.0,NAO,NAO,N,MASCULINO,2021,ESCOLA PUBLICA,2009,0.0,13,
318,2022,3.0,4.0,-1,6.527,AGATA,5.0,5.8,6.9,8.3,6.9,,6.111,4.3,5.8,7.3,NAO,NAO,N,FEMININO,2019,ESCOLA PUBLICA,2008,-1.0,14,1.0
318,2023,4.0,5.0,-1,6.856575,AGATA,5.0,4.9,8.1,7.9,6.26,7.96875,7.71,5.0,5.0,4.7,,,4M,FEMININO,2019,PUBLICA,2008,-1.0,15,1.0
318,2024,5.0,6.0,-1,7.025000925866668,AMETISTA,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.34375,7.443333333,2.0,6.0,6.0,,,5L,FEMININO,2021,PUBLICA,2008,-1.0,16,
319,2022,3.0,3.0,0,7.448,AMETISTA,10.0,5.2,7.7,9.2,7.5,,7.5,6.3,4.3,5.0,NAO,NAO,N,MASCULINO,2022,ESCOLA PUBLICA,2009,0.0,13,0.0
319,2023,4.0,4.0,0,8.367208333,TOPAZIO,10.0,7.2,9.2,9.6,5.0,8.59375,8.88,5.7,5.8,10.0,,,4N,MASCULINO,2022,CONCLUIU O 3O EM,2009,0.0,14,0.0
319,2024,5.0,5.0,0,7.948699561466667,AMETISTA,10.0,5.833333333333333,9.024122807,9.585,7.51,7.34375,7.666666667,4.0,5.0,8.5,,,5L,MASCULINO,2022,PUBLICA,2009,0.0,15,
320,2022,3.0,4.0,-1,7.897,AMETISTA,5.0,6.4,10.0,8.8,6.9,,8.667,7.3,6.3,5.7,SIM,SIM,N,FEMININO,2022,ESCOLA PUBLICA,2008,-1.0,14,0.0
320,2023,4.0,4.0,0,8.393508333,TOPAZIO,10.0,5.5,9.9,9.2,7.52,8.59375,8.96,5.7,6.0,4.7,,,4M,FEMININO,2022,PUBLICA,2008,0.0,15,0.0
320,2024,5.0,5.0,0,8.442258333333335,TOPAZIO,10.0,6.666666666666667,10.0,9.168,7.51,7.65625,8.3775,7.5,5.5,7.0,,,5M,FEMININO,2022,PRIVADA PROGRAMA DE APADRINHAMENTO,2008,0.0,16,
321,2022,3.0,3.0,0,7.792,AMETISTA,10.0,5.2,9.1,9.2,5.6,,8.278,5.7,6.2,3.7,SIM,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2010,0.0,12,0.0
321,2023,4.0,3.0,1,7.695233333,AMETISTA,10.0,6.2,9.4,8.3,2.52,8.125,8.42,6.0,5.8,6.7,,,4N,FEMININO,2022,PUBLICA,2010,1.0,13,0.0
321,2024,5.0,4.0,1,8.125807932933334,TOPAZIO,10.0,7.166666666666667,9.534706331,7.917,6.26,8.125,7.776666667,6.0,6.0,9.5,,,5N,FEMININO,2022,PUBLICA,2010,1.0,14,
322,2022,3.0,3.0,0,6.859,AGATA,10.0,4.7,8.1,7.1,5.0,,6.778,4.3,5.7,4.0,NAO,NAO,N,FEMININO,2022,ESCOLA PUBLICA,2009,0.0,13,0.0
322,2023,4.0,4.0,0,7.037808333,AMETISTA,10.0,5.3,8.3,6.7,2.52,7.96875,8.045,4.0,5.5,6.3,,,4N,FEMININO,2022,PUBLICA,2009,0.0,14,
323,2022,3.0,3.0,0,6.86,AGATA,10.0,3.4,7.3,9.2,7.5,,6.611,7.3,2.5,0.5,NAO,NAO,N,MASCULINO,2022,ESCOLA PUBLICA,2009,0.0,13,
324,2022,2.0,2.0,0,8.27,TOPAZIO,10.0,6.8,9.3,10.0,6.9,,8.611,6.3,7.2,,SIM,SIM,A,FEMININO,2022,ESCOLA PUBLICA,2012,0.0,10,0.0
324,2023,2.0,2.0,0,7.6354,AMETISTA,10.0,8.4,9.0,5.8,2.52,8.125,7.5875,8.0,8.7,,,,2D,FEMININO,2022,PUBLICA,2012,0.0,11,
325,2022,2.0,2.0,0,7.619,AMETISTA,10.0,6.0,6.8,9.5,7.5,,8.444,6.0,6.0,,SIM,SIM,A,MASCULINO,2022,ESCOLA PUBLICA,2012,0.0,10,0.0
325,2023,2.0,2.0,0,6.243,AGATA,10.0,5.6,7.1,0.0,5.0,8.125,7.0025,3.8,7.3,,,,2D,MASCULINO,2022,PUBLICA,2012,0.0,11,0.0
325,2024,3.0,3.0,0,8.385133333233336,TOPAZIO,10.0,7.0,9.866666666666667,9.168,7.51,8.333333333,7.553333333,7.0,5.5,8.5,,,3C,MASCULINO,2022,PUBLICA,2012,0.0,12,
326,2022,2.0,3.0,-1,8.22,TOPAZIO,5.0,9.0,9.7,10.0,5.0,,8.944,8.7,9.3,,SIM,SIM,A,FEMININO,2022,ESCOLA PUBLICA,2010,-1.0,12,0.0
326,2023,3.0,3.0,0,8.65075,TOPAZIO,10.0,8.2,9.4,9.6,3.14,9.0625,9.76,8.3,7.5,8.8,,,3A,FEMININO,2022,PRIVADA,2010,0.0,13,0.0
326,2024,4.0,3.0,1,8.832389092333335,TOPAZIO,10.0,9.333333333333334,8.973112128333334,9.168,6.26,8.875,8.704,10.0,9.0,9.0,,,4A,FEMININO,2022,PRIVADA,2010,1.0,14,
327,2022,2.0,2.0,0,6.986,AGATA,10.0,2.8,8.8,8.5,7.5,,7.333,2.3,3.2,,NAO,NAO,A,MASCULINO,2021,ESCOLA PUBLICA,2011,0.0,11,
328,2022,2.0,3.0,-1,6.823,AGATA,5.0,5.3,7.0,10.0,7.5,,7.5,4.0,6.5,,NAO,NAO,A,MASCULINO,2020,ESCOLA PUBLICA,2010,-1.0,12,
329,2022,2.0,2.0,0,6.313,AGATA,10.0,5.0,6.9,7.4,4.4,,5.778,3.0,7.0,,NAO,NAO,A,MASCULINO,2019,ESCOLA PUBLICA,2011,0.0,11,
330,2022,2.0,4.0,-2,6.446,AGATA,5.0,2.5,8.8,9.5,7.5,,7.056,2.3,2.7,,NAO,NAO,A,FEMININO,2018,ESCOLA PUBLICA,2008,-2.0,14,1.0
330,2023,3.0,5.0,-2,6.084875,AGATA,5.0,3.3,7.2,9.6,6.89,6.71875,5.8275,3.8,3.8,2.3,,,3A,FEMININO,2018,PUBLICA,2008,-2.0,15,
331,2022,2.0,3.0,-1,6.636,AGATA,5.0,3.7,8.7,9.0,7.5,,6.944,2.3,5.0,,NAO,NAO,A,FEMININO,2019,ESCOLA PUBLICA,2010,-1.0,12,0.0
331,2023,3.0,3.0,0,7.039791667,AMETISTA,10.0,5.2,8.6,9.6,2.52,7.03125,6.7975,5.7,4.8,5.2,,,3B,FEMININO,2019,PUBLICA,2010,0.0,13,1.0
331,2024,3.0,4.0,-1,6.231045707066668,AGATA,5.0,3.5,7.735353535333334,8.751,8.755,6.09375,5.62,4.0,3.5,3.0,,,3B,FEMININO,2021,PUBLICA,2010,-1.0,14,
332,2022,2.0,3.0,-1,7.883,AMETISTA,5.0,7.5,9.0,9.5,8.1,,8.5,7.5,7.5,,NAO,SIM,A,MASCULINO,2017,REDE DECISAO,2009,-1.0,13,1.0
332,2023,3.0,4.0,-1,8.002591667,TOPAZIO,5.0,6.8,8.4,9.2,8.76,8.28125,9.175,6.3,7.7,6.5,,,3A,MASCULINO,2017,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,-1.0,14,0.0
332,2024,4.0,3.0,1,8.421271701,TOPAZIO,10.0,7.0,7.605358505000001,9.585,9.38,8.625,8.706,7.0,7.0,7.0,,,4A,MASCULINO,2021,PRIVADA PROGRAMA DE APADRINHAMENTO,2009,1.0,15,
333,2022,2.0,4.0,-2,5.249,QUARTZO,5.0,2.9,5.8,8.0,3.8,,6.722,0.2,5.7,,NAO,NAO,A,MASCULINO,2018,ESCOLA JP II,2008,-2.0,14,
334,2022,2.0,2.0,0,7.961,AMETISTA,10.0,8.0,9.2,6.9,4.4,,8.722,7.0,9.0,,NAO,SIM,A,FEMININO,2019,REDE DECISAO,2011,0.0,11,
335,2022,2.0,2.0,0,7.902,AMETISTA,10.0,7.4,9.4,9.5,7.5,,6.833,5.8,9.0,,NAO,NAO,A,MASCULINO,2022,ESCOLA PUBLICA,2012,0.0,10,
336,2022,2.0,3.0,-1,6.787,AGATA,5.0,5.1,8.5,9.5,4.4,,7.889,4.5,5.7,,NAO,NAO,A,MASCULINO,2016,ESCOLA PUBLICA,2009,-1.0,13,1.0
336,2023,3.0,4.0,-1,5.887708333,QUARTZO,5.0,5.1,7.5,0.0,6.89,7.34375,7.255,6.7,5.2,3.3,,,3B,MASCULINO,2016,PUBLICA,2009,-1.0,14,0.0
336,2024,4.0,4.0,0,6.834286748466667,AGATA,10.0,5.833333333333333,5.512100409000001,7.5,6.26,7.5,7.196,6.0,6.5,5.0,,,4A,MASCULINO,2021,PUBLICA,2009,0.0,15,
337,2022,2.0,2.0,0,7.914,AMETISTA,10.0,5.8,9.3,10.0,7.5,,7.611,7.5,4.0,,NAO,NAO,B,MASCULINO,2022,ESCOLA PUBLICA,2011,0.0,11,
338,2022,2.0,3.0,-1,6.837,AGATA,5.0,5.8,7.3,8.5,7.5,,7.611,5.3,6.2,,NAO,NAO,B,MASCULINO,2019,ESCOLA PUBLICA,2010,-1.0,12,0.0
338,2023,3.0,3.0,0,8.287441667,TOPAZIO,10.0,6.7,9.1,8.3,7.52,8.59375,8.38,8.7,7.0,4.5,,,3D,MASCULINO,2019,PUBLICA,2010,0.0,13,0.0
338,2024,4.0,4.0,0,8.052795331466667,TOPAZIO,10.0,6.833333333333333,7.441643324,9.168,7.51,7.625,8.8375,5.0,8.0,7.5,,,4B,MASCULINO,2021,PUBLICA,2010,0.0,14,
339,2022,2.0,2.0,0,8.488,TOPAZIO,10.0,8.1,9.9,6.9,7.5,,8.889,7.1,9.2,,SIM,SIM,B,FEMININO,2019,ESCOLA PUBLICA,2011,0.0,11,0.0
339,2023,3.0,3.0,0,7.377583333,AMETISTA,10.0,7.1,8.9,0.0,7.52,7.8125,8.255,7.7,5.7,7.8,,,3D,FEMININO,2019,PUBLICA,2011,0.0,12,0.0
